trip_id,load_id,driver_id,truck_id,actual_miles,fuel_gallons,actual_mpg,departure_time,arrival_time,on_time_flag,customer_id,route_id,load_date,freight_type,weight_lbs,revenue,fuel_surcharge,load_status,origin_city,origin_state,destination_city,destination_state,distance_miles,base_rate_per_mile,customer_name,city,state,industry,payment_terms_days,account_status,fuel_cost,fuel_gallons_purchased,avg_price_per_gal,month,total_revenue,rev_per_mile,net_margin,net_margin_per_mile,direction
TRIP-000382,LOAD-00382,DRV-02,TRK-02,803,112.15,7.16,2025-06-21 06:00:00,2025-06-21 22:09:18.334486,N,CUST-02,RTE-02,2025-06-21,Refrigerated - Seafood,44293,2295.2,125.99,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,463.52,112.15,4.133,2025-06,2421.1899999999996,3.015180572851805,1957.6699999999996,2.4379452054794517,southbound
TRIP-000383,LOAD-00383,DRV-02,TRK-02,321,44.09,7.28,2025-06-22 08:30:00,2025-06-22 14:42:38.729752,N,CUST-06,RTE-06,2025-06-22,Refrigerated - Backhaul Mixed,24735,505.84,58.66,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,189.15,44.09,4.29,2025-06,564.5,1.7585669781931463,375.35,1.1693146417445484,northbound_backhaul
TRIP-000384,LOAD-00384,DRV-02,TRK-02,276,40.53,6.81,2025-06-23 06:10:00,2025-06-23 11:44:56.891939,Y,CUST-01,RTE-01,2025-06-23,Refrigerated - Produce,42933,760.96,60.34,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,163.9,40.53,4.044,2025-06,821.3000000000001,2.9757246376811595,657.4000000000001,2.381884057971015,southbound
TRIP-000385,LOAD-00385,DRV-02,TRK-02,843,124.34,6.78,2025-06-25 05:30:00,2025-06-25 22:40:38.882286,Y,CUST-05,RTE-07,2025-06-25,Refrigerated - Backhaul Mixed,22083,1098.21,120.01,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,526.58,124.34,4.235,2025-06,1218.22,1.4451008303677344,691.64,0.8204507710557533,northbound_backhaul
TRIP-000386,LOAD-00386,DRV-01,TRK-01,816,154.84,5.27,2025-06-27 05:45:00,2025-06-27 21:41:55.737961,Y,CUST-04,RTE-04,2025-06-27,Refrigerated - Mixed,41797,2039.38,183.87,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,632.83,154.84,4.087,2025-06,2223.25,2.7245710784313726,1590.42,1.949044117647059,southbound
TRIP-000387,LOAD-00387,DRV-01,TRK-01,850,172.06,4.94,2025-06-28 05:50:00,2025-06-29 00:03:20.771288,Y,CUST-06,RTE-05,2025-06-28,Refrigerated - Backhaul Mixed,19841,1425.95,124.13,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,701.32,172.06,4.076,2025-06,1550.08,1.8236235294117646,848.7599999999999,0.998541176470588,northbound_backhaul
TRIP-000388,LOAD-00388,DRV-01,TRK-01,263,48.98,5.37,2025-06-28 04:05:00,2025-06-28 09:17:29.439563,Y,CUST-01,RTE-01,2025-06-28,Refrigerated - Produce,39470,718.96,64.8,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,202.73,48.98,4.139,2025-06,783.76,2.9800760456273765,581.03,2.2092395437262358,southbound
TRIP-000389,LOAD-00389,DRV-01,TRK-01,821,160.35,5.12,2025-06-30 05:00:00,2025-06-30 21:58:24.491522,Y,CUST-05,RTE-05,2025-06-30,Refrigerated - Backhaul Mixed,24896,1205.26,142.38,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,670.26,160.35,4.18,2025-06,1347.6399999999999,1.6414616321559072,677.3799999999999,0.8250669914738122,northbound_backhaul
TRIP-000390,LOAD-00390,DRV-02,TRK-02,784,107.84,7.27,2025-06-24 05:45:00,2025-06-24 20:51:30.159907,Y,CUST-02,RTE-02,2025-06-24,Refrigerated - Seafood,38130,2236.94,139.32,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,448.89,107.84,4.1625,2025-06,2376.26,3.030943877551021,1927.3700000000003,2.4583801020408167,southbound
TRIP-000391,LOAD-00391,DRV-02,TRK-02,816,113.02,7.22,2025-06-26 06:15:00,2025-06-26 23:19:55.964136,Y,CUST-05,RTE-05,2025-06-26,Refrigerated - Backhaul Mixed,22947,1391.41,117.79,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,462.7,113.02,4.094,2025-06,1509.2,1.8495098039215687,1046.5,1.2824754901960784,northbound_backhaul
TRIP-000392,LOAD-00392,DRV-02,TRK-02,823,119.45,6.89,2025-06-29 04:50:00,2025-06-29 21:56:18.599504,Y,CUST-03,RTE-03,2025-06-29,Refrigerated - Produce,42205,2350.53,167.96,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,491.66,119.45,4.116,2025-06,2518.4900000000002,3.0601336573511544,2026.8300000000002,2.4627339003645203,southbound
TRIP-000393,LOAD-00393,DRV-01,TRK-01,832,162.5,5.12,2025-07-04 05:50:00,2025-07-04 22:42:12.126182,N,CUST-04,RTE-04,2025-07-04,Refrigerated - Mixed,39574,2025.7,156.49,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,653.1700000000001,162.5,4.0195,2025-07,2182.19,2.622824519230769,1529.02,1.837764423076923,southbound
TRIP-000394,LOAD-00394,DRV-01,TRK-01,844,168.8,5.0,2025-07-05 05:45:00,2025-07-05 23:47:38.360800,Y,CUST-06,RTE-07,2025-07-05,Refrigerated - Backhaul Mixed,28836,1308.88,144.88,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,660.51,168.8,3.913,2025-07,1453.7600000000002,1.7224644549763035,793.2500000000002,0.9398696682464458,northbound_backhaul
TRIP-000395,LOAD-00395,DRV-01,TRK-01,274,51.8,5.29,2025-07-02 05:50:00,2025-07-02 11:31:08.203920,Y,CUST-01,RTE-01,2025-07-02,Refrigerated - Produce,40136,778.0,52.99,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,204.71,51.8,3.952,2025-07,830.99,3.0328102189781023,626.28,2.2856934306569343,southbound
TRIP-000396,LOAD-00396,DRV-01,TRK-01,808,150.75,5.36,2025-07-03 08:45:00,2025-07-04 00:21:20.597044,Y,CUST-06,RTE-07,2025-07-03,Refrigerated - Backhaul Mixed,29314,1340.18,149.2,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,619.58,150.75,4.11,2025-07,1489.38,1.8432920792079208,869.8000000000001,1.0764851485148517,northbound_backhaul
TRIP-000397,LOAD-00397,DRV-01,TRK-01,265,48.98,5.41,2025-07-01 05:20:00,2025-07-01 10:24:18.729585,Y,CUST-01,RTE-01,2025-07-01,Refrigerated - Produce,38967,745.19,45.51,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,206.11,48.98,4.208,2025-07,790.7,2.9837735849056606,584.59,2.206,southbound
TRIP-000398,LOAD-00398,DRV-01,TRK-01,332,66.53,4.99,2025-07-03 07:30:00,2025-07-03 14:06:05.589933,Y,CUST-05,RTE-06,2025-07-03,Refrigerated - Backhaul Mixed,20592,478.45,54.27,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,262.19,66.53,3.941,2025-07,532.72,1.604578313253012,270.53000000000003,0.8148493975903616,northbound_backhaul
TRIP-000399,LOAD-00399,DRV-02,TRK-02,835,115.49,7.23,2025-07-02 06:00:00,2025-07-02 22:29:02.058681,Y,CUST-04,RTE-04,2025-07-02,Refrigerated - Mixed,41758,2100.12,171.23,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,441.29,115.49,3.821,2025-07,2271.35,2.7201796407185626,1830.06,2.191688622754491,southbound
TRIP-000400,LOAD-00400,DRV-02,TRK-02,831,119.74,6.94,2025-07-04 07:30:00,2025-07-04 23:38:59.687286,Y,CUST-05,RTE-07,2025-07-04,Refrigerated - Backhaul Mixed,25348,1342.11,85.15,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,467.35,119.74,3.903,2025-07,1427.26,1.7175210589651022,959.91,1.1551263537906136,northbound_backhaul
TRIP-000401,LOAD-00401,DRV-02,TRK-02,800,111.58,7.17,2025-07-06 07:15:00,2025-07-06 22:15:48.121649,Y,CUST-02,RTE-02,2025-07-06,Refrigerated - Seafood,43064,2392.77,190.05,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,442.13,111.58,3.9625,2025-07,2582.82,3.2285250000000003,2140.69,2.6758625,southbound
TRIP-000402,LOAD-00402,DRV-02,TRK-02,834,116.81,7.14,2025-07-07 05:00:00,2025-07-07 21:20:13.503795,Y,CUST-05,RTE-05,2025-07-07,Refrigerated - Backhaul Mixed,19238,1442.35,125.5,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,454.86,116.81,3.894,2025-07,1567.85,1.879916067146283,1112.9899999999998,1.3345203836930453,northbound_backhaul
TRIP-000403,LOAD-00403,DRV-02,TRK-02,266,38.22,6.96,2025-07-05 06:10:00,2025-07-05 11:15:14.616933,Y,CUST-01,RTE-01,2025-07-05,Refrigerated - Produce,44109,741.58,77.34,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,147.68,38.22,3.864,2025-07,818.9200000000001,3.0786466165413535,671.24,2.5234586466165414,southbound
TRIP-000404,LOAD-00404,DRV-02,TRK-02,313,44.91,6.97,2025-07-07 07:50:00,2025-07-07 14:17:53.047045,Y,CUST-05,RTE-06,2025-07-07,Refrigerated - Backhaul Mixed,17130,458.36,42.75,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,183.19,44.91,4.079,2025-07,501.11,1.6009904153354633,317.92,1.0157188498402556,northbound_backhaul
TRIP-000405,LOAD-00405,DRV-01,TRK-01,811,155.96,5.2,2025-07-13 07:45:00,2025-07-14 00:22:36.925062,Y,CUST-04,RTE-04,2025-07-13,Refrigerated - Mixed,39334,2160.45,172.16,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,623.22,155.96,3.996,2025-07,2332.6099999999997,2.8762145499383474,1709.3899999999996,2.1077558569667074,southbound
TRIP-000406,LOAD-00406,DRV-01,TRK-01,804,154.32,5.21,2025-07-08 04:30:00,2025-07-08 20:38:06.018077,Y,CUST-04,RTE-04,2025-07-08,Refrigerated - Mixed,40372,2042.67,166.4,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,617.74,154.32,4.003,2025-07,2209.07,2.7475995024875624,1591.3300000000002,1.979266169154229,southbound
TRIP-000407,LOAD-00407,DRV-01,TRK-01,831,161.67,5.14,2025-07-09 07:45:00,2025-07-09 23:55:00.382848,N,CUST-06,RTE-07,2025-07-09,Refrigerated - Backhaul Mixed,16106,1061.24,124.58,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,643.93,161.67,3.983,2025-07,1185.82,1.4269795427196148,541.89,0.6520938628158844,northbound_backhaul
TRIP-000408,LOAD-00408,DRV-01,TRK-01,828,161.09,5.14,2025-07-11 07:30:00,2025-07-11 23:39:26.528835,N,CUST-04,RTE-04,2025-07-11,Refrigerated - Mixed,38731,2050.0,209.94,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,648.47,161.09,4.0255,2025-07,2259.94,2.7293961352657004,1611.47,1.946219806763285,southbound
TRIP-000409,LOAD-00409,DRV-01,TRK-01,851,164.92,5.16,2025-07-12 08:50:00,2025-07-13 01:23:44.937793,Y,CUST-05,RTE-05,2025-07-12,Refrigerated - Backhaul Mixed,24451,1207.73,131.92,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,661.16,164.92,4.009,2025-07,1339.65,1.5742068155111635,678.4900000000001,0.7972855464159814,northbound_backhaul
TRIP-000410,LOAD-00410,DRV-02,TRK-02,827,116.48,7.1,2025-07-12 07:00:00,2025-07-12 23:31:36.712810,Y,CUST-04,RTE-04,2025-07-12,Refrigerated - Mixed,40624,2037.8,186.33,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,467.43,116.48,4.013,2025-07,2224.13,2.6893954050785975,1756.7,2.1241837968561064,southbound
TRIP-000411,LOAD-00411,DRV-02,TRK-02,824,119.77,6.88,2025-07-13 08:10:00,2025-07-14 01:56:35.191858,N,CUST-05,RTE-05,2025-07-13,Refrigerated - Backhaul Mixed,27587,1238.97,96.39,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,468.78,119.77,3.914,2025-07,1335.3600000000001,1.6205825242718448,866.5800000000002,1.0516747572815537,northbound_backhaul
TRIP-000412,LOAD-00412,DRV-02,TRK-02,814,118.14,6.89,2025-07-10 05:45:00,2025-07-10 21:41:40.603963,Y,CUST-04,RTE-04,2025-07-10,Refrigerated - Mixed,38424,2200.23,230.79,delivered,Mount Vernon,WA,Oakland,CA,810,2.6,Golden Gate Fresh Distributors,Oakland,CA,Distribution,45,active,457.2,118.14,3.87,2025-07,2431.02,2.9865110565110564,1973.82,2.424840294840295,southbound
TRIP-000413,LOAD-00413,DRV-02,TRK-02,850,116.76,7.28,2025-07-12 05:15:00,2025-07-12 22:03:20.768679,Y,CUST-06,RTE-05,2025-07-12,Refrigerated - Backhaul Mixed,15305,1356.03,155.97,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,452.68,116.76,3.877,2025-07,1512.0,1.7788235294117647,1059.32,1.2462588235294116,northbound_backhaul
TRIP-000414,LOAD-00414,DRV-02,TRK-02,819,111.73,7.33,2025-07-09 07:00:00,2025-07-10 00:03:37.314709,Y,CUST-03,RTE-03,2025-07-09,Refrigerated - Produce,40008,2461.08,140.18,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,446.47,111.72999999999999,3.9959999999999996,2025-07,2601.2599999999998,3.1761416361416357,2154.79,2.631001221001221,southbound
TRIP-000415,LOAD-00415,DRV-02,TRK-02,334,47.44,7.04,2025-07-10 07:05:00,2025-07-10 13:59:17.443159,Y,CUST-05,RTE-06,2025-07-10,Refrigerated - Backhaul Mixed,15745,523.05,45.31,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,183.92,47.44,3.877,2025-07,568.3599999999999,1.7016766467065865,384.43999999999994,1.151017964071856,northbound_backhaul
TRIP-000416,LOAD-00416,DRV-01,TRK-01,820,161.1,5.09,2025-07-20 06:30:00,2025-07-20 23:08:42.364777,N,CUST-03,RTE-03,2025-07-20,Refrigerated - Produce,43797,2481.88,237.56,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,640.61,161.1,3.9764999999999997,2025-07,2719.44,3.3163902439024393,2078.83,2.535158536585366,southbound
TRIP-000417,LOAD-00417,DRV-01,TRK-01,839,170.53,4.92,2025-07-21 08:05:00,2025-07-22 01:31:10.729954,N,CUST-06,RTE-07,2025-07-21,Refrigerated - Backhaul Mixed,27899,1298.43,123.82,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,684.85,170.53,4.016,2025-07,1422.25,1.6951728247914184,737.4,0.8789034564958284,northbound_backhaul
TRIP-000418,LOAD-00418,DRV-01,TRK-01,789,149.15,5.29,2025-07-17 06:15:00,2025-07-17 22:30:16.929442,Y,CUST-02,RTE-02,2025-07-17,Refrigerated - Seafood,38162,2301.03,142.92,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,595.4100000000001,149.14999999999998,3.992,2025-07,2443.9500000000003,3.0975285171102667,1848.5400000000002,2.3428897338403045,southbound
TRIP-000419,LOAD-00419,DRV-01,TRK-01,851,165.24,5.15,2025-07-19 06:50:00,2025-07-20 00:52:38.221146,Y,CUST-05,RTE-05,2025-07-19,Refrigerated - Backhaul Mixed,16817,1473.93,133.53,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,663.77,165.24,4.017,2025-07,1607.46,1.8889071680376028,943.69,1.108918918918919,northbound_backhaul
TRIP-000420,LOAD-00420,DRV-01,TRK-01,784,146.0,5.37,2025-07-19 04:50:00,2025-07-19 20:00:05.882241,Y,CUST-02,RTE-02,2025-07-19,Refrigerated - Seafood,40247,2391.41,202.28,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,571.0,146.0,3.911,2025-07,2593.69,3.30827806122449,2022.69,2.5799617346938777,southbound
TRIP-000421,LOAD-00421,DRV-01,TRK-01,818,162.3,5.04,2025-07-20 08:50:00,2025-07-21 01:37:56.655382,Y,CUST-06,RTE-05,2025-07-20,Refrigerated - Backhaul Mixed,15712,1309.64,123.66,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,619.99,162.3,3.82,2025-07,1433.3000000000002,1.7522004889975553,813.3100000000002,0.9942665036674819,northbound_backhaul
TRIP-000422,LOAD-00422,DRV-02,TRK-02,271,39.91,6.79,2025-07-18 04:00:00,2025-07-18 09:19:34.604231,Y,CUST-01,RTE-01,2025-07-18,Refrigerated - Produce,40697,772.51,46.68,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,159.68,39.91,4.001,2025-07,819.1899999999999,3.022841328413284,659.51,2.4336162361623614,southbound
TRIP-000423,LOAD-00423,DRV-02,TRK-02,819,114.23,7.17,2025-07-19 08:05:00,2025-07-20 00:32:41.828984,Y,CUST-06,RTE-05,2025-07-19,Refrigerated - Backhaul Mixed,23514,1422.92,148.46,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,432.93,114.23,3.79,2025-07,1571.38,1.9186568986568988,1138.45,1.39004884004884,northbound_backhaul
TRIP-000424,LOAD-00424,DRV-02,TRK-02,279,41.09,6.79,2025-07-16 04:50:00,2025-07-16 10:36:29.341379,Y,CUST-01,RTE-01,2025-07-16,Refrigerated - Produce,40469,772.66,56.23,delivered,Mount Vernon,WA,Portland,OR,260,2.85,Skagit Valley Produce,Mount Vernon,WA,Produce,30,active,162.43,41.09,3.953,2025-07,828.89,2.970931899641577,666.46,2.388745519713262,southbound
TRIP-000425,LOAD-00425,DRV-02,TRK-02,826,116.5,7.09,2025-07-17 05:45:00,2025-07-17 22:34:18.075961,Y,CUST-05,RTE-07,2025-07-17,Refrigerated - Backhaul Mixed,22014,1202.02,117.87,delivered,Oakland,CA,Burlington,WA,805,1.55,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,441.07,116.5,3.786,2025-07,1319.8899999999999,1.5979297820823244,878.8199999999999,1.0639467312348667,northbound_backhaul
TRIP-000426,LOAD-00426,DRV-02,TRK-02,820,119.53,6.86,2025-07-16 05:00:00,2025-07-16 21:57:18.463890,Y,CUST-03,RTE-03,2025-07-16,Refrigerated - Produce,43086,2420.44,177.77,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,475.67,119.53,3.9795,2025-07,2598.21,3.168548780487805,2122.54,2.588463414634146,southbound
TRIP-000427,LOAD-00427,DRV-02,TRK-02,303,44.3,6.84,2025-07-17 05:40:00,2025-07-17 11:58:15.261350,N,CUST-06,RTE-06,2025-07-17,Refrigerated - Backhaul Mixed,25775,573.6,45.53,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,174.72,44.3,3.944,2025-07,619.13,2.0433333333333334,444.40999999999997,1.4666996699669965,northbound_backhaul
TRIP-000428,LOAD-00428,DRV-01,TRK-01,798,154.05,5.18,2025-07-28 04:45:00,2025-07-28 20:55:52.385501,Y,CUST-03,RTE-03,2025-07-28,Refrigerated - Produce,39329,2477.7,170.24,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,616.97,154.05,4.005,2025-07,2647.9399999999996,3.3182205513784457,2030.9699999999996,2.5450751879699243,southbound
TRIP-000429,LOAD-00429,DRV-01,TRK-01,300,60.73,4.94,2025-07-30 05:50:00,2025-07-30 12:15:30.728832,Y,CUST-06,RTE-06,2025-07-30,Refrigerated - Backhaul Mixed,15110,473.2,35.53,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,237.21,60.73,3.906,2025-07,508.73,1.6957666666666666,271.52,0.9050666666666666,northbound_backhaul
TRIP-000430,LOAD-00430,DRV-01,TRK-01,807,160.12,5.04,2025-07-23 04:10:00,2025-07-23 19:22:35.907827,N,CUST-03,RTE-03,2025-07-23,Refrigerated - Produce,42542,2500.26,160.78,delivered,Burlington,WA,Oakland,CA,800,3.05,Cascade Berry Growers,Burlington,WA,Produce,15,active,637.76,160.12,3.983,2025-07,2661.0400000000004,3.2974473358116487,2023.2800000000004,2.507162329615862,southbound
TRIP-000431,LOAD-00431,DRV-01,TRK-01,848,157.33,5.39,2025-07-24 08:05:00,2025-07-25 02:14:15.111635,N,CUST-06,RTE-05,2025-07-24,Refrigerated - Backhaul Mixed,21100,1296.41,111.63,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Evergreen Freight Match,Portland,OR,Brokerage,30,active,601.63,157.33,3.824,2025-07,1408.04,1.6604245283018868,806.41,0.9509551886792452,northbound_backhaul
TRIP-000432,LOAD-00432,DRV-01,TRK-01,784,145.72,5.38,2025-07-27 06:10:00,2025-07-27 21:51:26.316219,Y,CUST-02,RTE-02,2025-07-27,Refrigerated - Seafood,42811,2399.69,206.28,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,591.55,145.72,4.0595,2025-07,2605.9700000000003,3.3239413265306124,2014.4200000000003,2.569413265306123,southbound
TRIP-000433,LOAD-00433,DRV-01,TRK-01,846,163.95,5.16,2025-07-29 06:30:00,2025-07-29 23:19:38.911411,Y,CUST-05,RTE-05,2025-07-29,Refrigerated - Backhaul Mixed,25568,1314.03,142.73,delivered,Oakland,CA,Mount Vernon,WA,815,1.65,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,661.37,163.95,4.034,2025-07,1456.76,1.7219385342789597,795.39,0.940177304964539,northbound_backhaul
TRIP-000434,LOAD-00434,DRV-02,TRK-02,777,113.76,6.83,2025-07-25 04:20:00,2025-07-25 19:40:07.496779,Y,CUST-02,RTE-02,2025-07-25,Refrigerated - Seafood,42510,2402.69,160.77,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,452.08,113.76,3.974,2025-07,2563.46,3.2991763191763193,2111.38,2.7173487773487777,southbound
TRIP-000435,LOAD-00435,DRV-02,TRK-02,316,44.57,7.09,2025-07-26 07:05:00,2025-07-26 13:41:55.551603,Y,CUST-06,RTE-06,2025-07-26,Refrigerated - Backhaul Mixed,22236,482.08,30.74,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,174.13,44.57,3.907,2025-07,512.8199999999999,1.6228481012658227,338.68999999999994,1.0718037974683543,northbound_backhaul
TRIP-000436,LOAD-00436,DRV-02,TRK-02,791,109.86,7.2,2025-07-26 06:15:00,2025-07-26 21:23:36.365966,N,CUST-02,RTE-02,2025-07-26,Refrigerated - Seafood,40048,2278.08,195.99,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,430.04999999999995,109.86,3.9145000000000003,2025-07,2474.0699999999997,3.127774968394437,2044.0199999999998,2.58409608091024,southbound
TRIP-000437,LOAD-00437,DRV-02,TRK-02,330,48.25,6.84,2025-07-27 08:45:00,2025-07-27 15:37:07.355186,Y,CUST-05,RTE-06,2025-07-27,Refrigerated - Backhaul Mixed,26851,559.84,36.83,delivered,Portland,OR,Bellingham,WA,300,1.75,Pacific Coast Load Board Spot,Oakland,CA,Brokerage,30,active,194.69,48.25,4.035,2025-07,596.6700000000001,1.8080909090909094,401.9800000000001,1.2181212121212124,northbound_backhaul
TRIP-000438,LOAD-00438,DRV-02,TRK-02,794,114.24,6.95,2025-07-23 07:40:00,2025-07-23 22:54:08.377816,Y,CUST-02,RTE-02,2025-07-23,Refrigerated - Seafood,42094,2272.24,203.32,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,448.39,114.24,3.925,2025-07,2475.56,3.1178337531486147,2027.17,2.553110831234257,southbound
TRIP-000439,LOAD-00439,DRV-02,TRK-02,839,121.07,6.93,2025-07-24 08:05:00,2025-07-25 01:34:20.352007,N,CUST-06,RTE-07,2025-07-24,Refrigerated - Backhaul Mixed,21400,1366.34,96.94,delivered,Oakland,CA,Burlington,WA,805,1.55,Evergreen Freight Match,Portland,OR,Brokerage,30,active,479.92,121.07,3.964,2025-07,1463.28,1.7440762812872468,983.3599999999999,1.172061978545888,northbound_backhaul
TRIP-000440,LOAD-00440,DRV-01,TRK-01,785,154.83,5.07,2025-07-30 04:45:00,2025-07-30 20:59:15.195388,Y,CUST-02,RTE-02,2025-07-30,Refrigerated - Seafood,40325,2223.35,229.67,delivered,Bellingham,WA,Oakland,CA,780,2.95,Bellingham Cold Storage,Bellingham,WA,Seafood,30,active,617.62,154.83,3.989,2025-07,2453.02,3.1248662420382165,1835.4,2.3380891719745223,southbound
TRIP-000441,LOAD-00441,DRV-01,TRK-01,308,57.68,5.34,2025-07-31 07:40:00,2025-07-31 13:43:00.733435,Y,CUST-06,RTE-06,2025-07-31,Refrigerated - Backhaul Mixed,29804,543.79,41.67,delivered,Portland,OR,Bellingham,WA,300,1.75,Evergreen Freight Match,Portland,OR,Brokerage,30,active,224.72,57.68,3.896,2025-07,585.4599999999999,1.9008441558441556,360.7399999999999,1.171233766233766,northbound_backhaul
