trip_id,load_id,driver_id,truck_id,actual_miles,fuel_gallons,actual_mpg,departure_time,arrival_time,on_time_flag
TRIP-011257,LOAD-011376,DRV-031,TRK-011,258.6,34.03,7.6,2025-03-12 05:06:00,2025-03-12 10:12:01,1
TRIP-011258,LOAD-011377,DRV-051,TRK-026,266.0,38.22,6.96,2026-06-02 04:35:00,2026-06-02 10:01:18,1
TRIP-011259,LOAD-011378,DRV-024,TRK-018,123.3,18.57,6.64,2026-06-09 06:28:00,2026-06-09 08:44:24,1
TRIP-011260,LOAD-011379,DRV-014,TRK-005,265.8,41.53,6.4,2024-11-05 05:12:00,2024-11-05 10:24:13,1
TRIP-011261,LOAD-011380,DRV-014,TRK-022,436.3,69.14,6.31,2025-07-02 06:53:00,2025-07-02 14:44:52,1
TRIP-011262,LOAD-011381,DRV-052,TRK-003,125.3,18.84,6.65,2026-01-17 08:33:00,2026-01-17 10:58:20,1
TRIP-011263,LOAD-011382,DRV-049,TRK-038,281.5,41.15,6.84,2024-10-13 05:15:00,2024-10-13 10:40:29,1
TRIP-011264,LOAD-011383,DRV-038,TRK-018,296.1,38.96,7.6,2026-01-29 09:21:00,2026-01-29 15:16:41,1
TRIP-011265,LOAD-011384,DRV-020,TRK-004,260.7,40.93,6.37,2025-01-03 07:38:00,2025-01-03 12:28:56,1
TRIP-011266,LOAD-011385,DRV-002,TRK-018,269.0,42.43,6.34,2025-05-03 08:28:00,2025-05-03 13:20:21,1
TRIP-011267,LOAD-011386,DRV-005,TRK-023,53.2,7.07,7.52,2025-10-01 05:57:00,2025-10-01 06:55:40,1
TRIP-011268,LOAD-011387,DRV-051,TRK-022,127.8,17.92,7.13,2025-12-11 05:00:00,2025-12-11 07:33:30,1
TRIP-011269,LOAD-011388,DRV-029,TRK-011,444.4,65.74,6.76,2025-10-23 04:03:00,2025-10-23 12:58:15,1
TRIP-011270,LOAD-011389,DRV-014,TRK-033,121.6,18.12,6.71,2025-01-03 04:30:00,2025-01-03 06:54:44,1
TRIP-011271,LOAD-011390,DRV-033,TRK-026,266.6,38.25,6.97,2026-03-05 05:53:00,2026-03-05 11:18:15,1
TRIP-011272,LOAD-011391,DRV-013,TRK-017,70.0,10.04,6.97,2025-06-27 08:29:00,2025-06-27 09:44:10,0
TRIP-011273,LOAD-011392,DRV-043,TRK-003,266.3,38.93,6.84,2024-09-03 04:11:00,2024-09-03 09:05:11,1
TRIP-011274,LOAD-011393,DRV-036,TRK-027,265.1,38.25,6.93,2025-02-08 04:48:00,2025-02-08 09:59:18,1
TRIP-011275,LOAD-011394,DRV-030,TRK-033,70.7,10.07,7.02,2025-04-03 08:09:00,2025-04-03 09:30:29,1
TRIP-011276,LOAD-011395,DRV-035,TRK-009,265.3,41.52,6.39,2026-02-01 07:48:00,2026-02-01 13:12:48,1
TRIP-011277,LOAD-011396,DRV-037,TRK-011,269.6,37.55,7.18,2025-12-01 08:39:00,2025-12-01 13:43:43,1
TRIP-011278,LOAD-011397,DRV-027,TRK-024,273.1,37.77,7.23,2024-12-18 08:27:00,2024-12-18 14:03:48,1
TRIP-011279,LOAD-011398,DRV-030,TRK-001,288.9,38.26,7.55,2024-12-02 07:43:00,2024-12-02 12:54:44,1
TRIP-011280,LOAD-011399,DRV-022,TRK-029,279.3,40.42,6.91,2024-09-04 08:17:00,2024-09-04 13:51:53,1
TRIP-011281,LOAD-011400,DRV-035,TRK-025,447.1,61.16,7.31,2026-06-06 09:02:00,2026-06-06 18:03:39,1
TRIP-011282,LOAD-011401,DRV-040,TRK-031,270.3,37.54,7.2,2025-12-23 09:36:00,2025-12-23 14:32:28,1
TRIP-011283,LOAD-011402,DRV-021,TRK-036,271.0,42.28,6.41,2026-03-02 04:57:00,2026-03-02 10:26:20,1
TRIP-011284,LOAD-011403,DRV-005,TRK-021,50.8,7.07,7.19,2025-08-21 09:09:00,2025-08-21 10:11:46,1
TRIP-011285,LOAD-011404,DRV-026,TRK-027,69.6,10.13,6.87,2024-07-05 08:17:00,2024-07-05 09:41:17,1
TRIP-011286,LOAD-011405,DRV-035,TRK-011,128.8,19.78,6.51,2025-05-09 07:38:00,2025-05-09 10:12:55,1
TRIP-011287,LOAD-011406,DRV-002,TRK-009,123.4,17.28,7.14,2026-01-27 05:21:00,2026-01-27 07:42:01,1
TRIP-011288,LOAD-011407,DRV-011,TRK-031,71.3,11.09,6.43,2025-07-13 07:37:00,2025-07-13 09:01:01,1
TRIP-011289,LOAD-011408,DRV-024,TRK-006,122.9,17.99,6.83,2024-07-28 08:01:00,2024-07-28 10:22:16,1
TRIP-011290,LOAD-011409,DRV-037,TRK-012,266.8,42.28,6.31,2025-10-17 05:54:00,2025-10-17 11:07:12,1
TRIP-011291,LOAD-011410,DRV-031,TRK-014,266.6,52.17,5.11,2025-04-03 07:12:00,2025-04-03 12:03:12,1
TRIP-011292,LOAD-011411,DRV-021,TRK-031,51.5,6.89,7.47,2025-03-28 06:55:00,2025-03-28 07:54:32,1
TRIP-011293,LOAD-011412,DRV-006,TRK-001,272.5,37.53,7.26,2024-11-13 04:46:00,2024-11-13 10:02:49,1
TRIP-011294,LOAD-011413,DRV-023,TRK-014,69.5,14.45,4.81,2025-08-16 04:00:00,2025-08-16 05:16:55,1
TRIP-011295,LOAD-011414,DRV-025,TRK-016,269.1,40.83,6.59,2025-07-03 09:24:00,2025-07-03 14:18:35,1
TRIP-011296,LOAD-011415,DRV-035,TRK-032,67.6,9.15,7.39,2024-12-11 06:27:00,2024-12-11 07:50:54,1
TRIP-011297,LOAD-011416,DRV-033,TRK-014,283.1,57.08,4.96,2024-08-07 05:42:00,2024-08-07 11:07:07,1
TRIP-011298,LOAD-011417,DRV-031,TRK-017,432.2,66.39,6.51,2025-04-08 05:34:00,2025-04-08 13:54:30,1
TRIP-011299,LOAD-011418,DRV-012,TRK-016,69.3,10.48,6.61,2025-01-11 09:46:00,2025-01-11 11:03:53,1
TRIP-011300,LOAD-011419,DRV-029,TRK-022,270.3,39.75,6.8,2025-06-03 06:43:00,2025-06-03 11:35:43,1
TRIP-011301,LOAD-011420,DRV-001,TRK-024,52.6,7.47,7.04,2026-02-11 06:39:00,2026-02-11 07:41:43,1
TRIP-011302,LOAD-011421,DRV-013,TRK-032,265.2,36.33,7.3,2026-02-02 08:47:00,2026-02-02 13:39:04,1
TRIP-011303,LOAD-011422,DRV-014,TRK-036,126.0,17.21,7.32,2024-10-03 08:47:00,2024-10-03 11:14:55,1
TRIP-011304,LOAD-011423,DRV-015,TRK-005,50.7,6.91,7.34,2025-01-29 06:23:00,2025-01-29 07:21:53,1
TRIP-011305,LOAD-011424,DRV-037,TRK-031,66.8,10.39,6.43,2025-11-24 05:54:00,2025-11-24 07:07:13,1
TRIP-011306,LOAD-011425,DRV-022,TRK-008,433.8,62.42,6.95,2024-11-09 04:23:00,2024-11-09 13:23:06,0
TRIP-011307,LOAD-011426,DRV-023,TRK-030,126.8,19.75,6.42,2024-07-14 05:27:00,2024-07-14 08:03:28,1
TRIP-011308,LOAD-011427,DRV-024,TRK-009,259.4,40.85,6.35,2024-08-31 04:22:00,2024-08-31 09:26:54,1
TRIP-011309,LOAD-011428,DRV-036,TRK-025,51.4,7.78,6.61,2025-03-20 07:54:00,2025-03-20 08:54:49,1
TRIP-011310,LOAD-011429,DRV-007,TRK-019,431.8,66.84,6.46,2026-05-16 07:56:00,2026-05-16 16:31:02,1
TRIP-011311,LOAD-011430,DRV-028,TRK-018,264.6,35.71,7.41,2025-08-08 09:56:00,2025-08-08 15:02:56,1
TRIP-011312,LOAD-011431,DRV-036,TRK-035,442.8,60.16,7.36,2025-03-07 06:32:00,2025-03-07 14:52:37,1
TRIP-011313,LOAD-011432,DRV-039,TRK-023,50.1,6.61,7.58,2024-08-08 07:06:00,2024-08-08 07:59:42,1
TRIP-011314,LOAD-011433,DRV-028,TRK-010,258.9,36.88,7.02,2025-05-31 05:54:00,2025-05-31 11:15:36,1
TRIP-011315,LOAD-011434,DRV-004,TRK-013,125.6,19.15,6.56,2025-07-06 09:39:00,2025-07-06 11:56:36,1
TRIP-011316,LOAD-011435,DRV-001,TRK-012,424.6,61.09,6.95,2026-01-11 04:36:00,2026-01-11 12:50:51,1
TRIP-011317,LOAD-011436,DRV-031,TRK-003,258.5,39.71,6.51,2025-08-13 07:20:00,2025-08-13 12:06:21,1
TRIP-011318,LOAD-011437,DRV-002,TRK-037,261.7,35.27,7.42,2024-08-01 08:16:00,2024-08-01 12:58:28,1
TRIP-011319,LOAD-011438,DRV-017,TRK-006,449.9,67.25,6.69,2026-05-19 04:59:00,2026-05-19 13:42:17,1
TRIP-011320,LOAD-011439,DRV-025,TRK-034,123.1,19.48,6.32,2026-05-19 04:37:00,2026-05-19 06:53:20,1
TRIP-011321,LOAD-011440,DRV-014,TRK-025,122.2,17.48,6.99,2025-05-04 07:06:00,2025-05-04 09:22:34,1
TRIP-011322,LOAD-011441,DRV-006,TRK-033,291.4,43.69,6.67,2025-08-25 09:54:00,2025-08-25 15:49:02,1
TRIP-011323,LOAD-011442,DRV-034,TRK-001,439.9,69.17,6.36,2025-06-25 08:01:00,2025-06-25 16:39:37,1
TRIP-011324,LOAD-011443,DRV-034,TRK-022,283.7,42.85,6.62,2025-10-25 05:22:00,2025-10-25 10:52:46,1
TRIP-011325,LOAD-011444,DRV-033,TRK-004,431.7,59.63,7.24,2024-09-03 08:51:00,2024-09-03 16:52:13,1
TRIP-011326,LOAD-011445,DRV-052,TRK-003,269.1,40.59,6.63,2024-09-09 05:42:00,2024-09-09 10:55:04,1
TRIP-011327,LOAD-011446,DRV-049,TRK-016,70.6,10.7,6.6,2025-05-08 05:20:00,2025-05-08 06:39:57,1
TRIP-011328,LOAD-011447,DRV-004,TRK-032,423.5,67.12,6.31,2025-09-27 04:40:00,2025-09-27 13:26:42,1
TRIP-011329,LOAD-011448,DRV-012,TRK-032,126.2,17.6,7.17,2025-04-25 04:00:00,2025-04-25 06:16:44,1
TRIP-011330,LOAD-011449,DRV-043,TRK-019,431.0,59.12,7.29,2025-12-01 05:58:00,2025-12-01 13:53:02,1
TRIP-011331,LOAD-011450,DRV-022,TRK-010,291.3,38.43,7.58,2026-03-19 07:30:00,2026-03-19 12:56:54,1
TRIP-011332,LOAD-011451,DRV-013,TRK-030,125.0,16.51,7.57,2026-05-14 07:57:00,2026-05-14 10:19:35,1
TRIP-011333,LOAD-011452,DRV-049,TRK-027,51.1,8.09,6.32,2025-03-28 07:32:00,2025-03-28 08:27:02,0
TRIP-011334,LOAD-011453,DRV-001,TRK-006,126.5,19.67,6.43,2025-03-12 05:56:00,2025-03-12 08:16:07,1
TRIP-011335,LOAD-011454,DRV-043,TRK-023,53.4,7.81,6.84,2024-12-28 09:21:00,2024-12-28 10:21:08,0
TRIP-011336,LOAD-011455,DRV-027,TRK-001,297.5,47.15,6.31,2024-10-11 05:39:00,2024-10-11 11:29:16,1
TRIP-011337,LOAD-011456,DRV-013,TRK-026,52.3,8.15,6.42,2025-10-25 08:29:00,2025-10-25 09:34:17,1
TRIP-011338,LOAD-011457,DRV-038,TRK-032,296.6,41.6,7.13,2025-10-12 08:24:00,2025-10-12 13:53:21,1
TRIP-011339,LOAD-011458,DRV-052,TRK-006,444.6,64.72,6.87,2025-10-06 06:07:00,2025-10-06 14:17:17,1
TRIP-011340,LOAD-011459,DRV-026,TRK-028,51.5,7.02,7.34,2024-09-24 08:21:00,2024-09-24 09:17:45,1
TRIP-011341,LOAD-011460,DRV-002,TRK-024,440.1,68.02,6.47,2025-11-08 05:47:00,2025-11-08 13:46:53,1
TRIP-011342,LOAD-011461,DRV-017,TRK-025,270.5,40.37,6.7,2026-01-29 05:02:00,2026-01-29 10:29:51,1
TRIP-011343,LOAD-011462,DRV-026,TRK-012,273.6,38.59,7.09,2026-04-17 05:04:00,2026-04-17 10:14:33,1
TRIP-011344,LOAD-011463,DRV-025,TRK-026,256.2,39.05,6.56,2025-06-25 09:27:00,2025-06-25 14:04:23,1
TRIP-011345,LOAD-011464,DRV-026,TRK-021,269.2,39.01,6.9,2025-12-13 08:28:00,2025-12-13 13:26:36,1
TRIP-011346,LOAD-011465,DRV-004,TRK-006,260.2,39.31,6.62,2024-10-16 06:51:00,2024-10-16 12:12:21,0
TRIP-011347,LOAD-011466,DRV-032,TRK-010,258.2,37.75,6.84,2024-12-18 05:33:00,2024-12-18 10:35:24,1
TRIP-011348,LOAD-011467,DRV-031,TRK-013,122.4,16.72,7.32,2026-02-07 07:30:00,2026-02-07 09:43:28,1
TRIP-011349,LOAD-011468,DRV-023,TRK-033,68.4,10.41,6.57,2024-11-08 08:13:00,2024-11-08 09:28:35,1
TRIP-011350,LOAD-011469,DRV-052,TRK-013,121.6,18.23,6.67,2024-11-05 08:00:00,2024-11-05 10:12:36,1
TRIP-011351,LOAD-011470,DRV-039,TRK-038,52.9,7.57,6.99,2024-11-05 09:07:00,2024-11-05 10:08:00,1
TRIP-011352,LOAD-011471,DRV-008,TRK-033,129.0,17.82,7.24,2024-10-18 09:36:00,2024-10-18 12:02:05,0
TRIP-011353,LOAD-011472,DRV-014,TRK-014,127.8,25.16,5.08,2025-01-12 09:15:00,2025-01-12 11:39:09,1
TRIP-011354,LOAD-011473,DRV-004,TRK-023,446.6,62.03,7.2,2026-05-26 05:42:00,2026-05-26 13:48:14,1
TRIP-011355,LOAD-011474,DRV-006,TRK-025,53.0,8.32,6.37,2026-04-10 08:08:00,2026-04-10 09:06:45,1
TRIP-011356,LOAD-011475,DRV-005,TRK-020,295.1,40.99,7.2,2024-09-27 05:08:00,2024-09-27 10:32:43,1
TRIP-011357,LOAD-011476,DRV-014,TRK-038,127.2,18.52,6.87,2026-06-09 08:31:00,2026-06-09 10:47:28,0
TRIP-011358,LOAD-011477,DRV-011,TRK-009,53.3,7.46,7.14,2024-10-31 05:35:00,2024-10-31 06:39:54,1
TRIP-011359,LOAD-011478,DRV-001,TRK-014,448.3,83.48,5.37,2026-05-30 09:36:00,2026-05-30 18:03:05,1
TRIP-011360,LOAD-011479,DRV-014,TRK-018,257.8,34.98,7.37,2024-09-19 05:40:00,2024-09-19 10:52:44,1
TRIP-011361,LOAD-011480,DRV-030,TRK-010,69.7,10.96,6.36,2026-05-29 05:47:00,2026-05-29 07:03:09,1
TRIP-011362,LOAD-011481,DRV-043,TRK-020,267.8,42.31,6.33,2024-08-16 08:59:00,2024-08-16 13:50:05,1
TRIP-011363,LOAD-011482,DRV-040,TRK-006,51.2,7.34,6.98,2026-01-14 09:32:00,2026-01-14 10:31:54,1
TRIP-011364,LOAD-011483,DRV-052,TRK-005,126.4,19.91,6.35,2025-08-22 04:23:00,2025-08-22 06:46:12,1
TRIP-011365,LOAD-011484,DRV-052,TRK-013,453.0,61.8,7.33,2024-08-30 06:04:00,2024-08-30 14:28:50,1
TRIP-011366,LOAD-011485,DRV-011,TRK-020,51.4,7.94,6.47,2025-09-15 04:39:00,2025-09-15 05:37:17,1
TRIP-011367,LOAD-011486,DRV-021,TRK-010,260.6,34.75,7.5,2024-11-23 06:13:00,2024-11-23 10:59:45,1
TRIP-011368,LOAD-011487,DRV-022,TRK-013,279.7,36.85,7.59,2026-01-28 09:26:00,2026-01-28 14:52:32,1
TRIP-011369,LOAD-011488,DRV-007,TRK-032,259.1,34.69,7.47,2025-09-07 07:51:00,2025-09-07 12:30:01,1
TRIP-011370,LOAD-011489,DRV-028,TRK-035,50.8,7.45,6.82,2025-03-24 07:50:00,2025-03-24 08:50:19,1
TRIP-011371,LOAD-011490,DRV-005,TRK-018,264.9,36.44,7.27,2025-09-09 06:46:00,2025-09-09 12:09:44,1
TRIP-011372,LOAD-011491,DRV-017,TRK-032,50.1,7.58,6.61,2026-05-18 07:06:00,2026-05-18 08:04:45,1
TRIP-011373,LOAD-011493,DRV-040,TRK-020,281.3,39.12,7.19,2025-05-16 09:07:00,2025-05-16 14:41:54,1
TRIP-011374,LOAD-011494,DRV-005,TRK-032,53.5,7.81,6.85,2025-04-25 06:34:00,2025-04-25 07:32:00,1
TRIP-011375,LOAD-011495,DRV-028,TRK-024,68.5,9.97,6.87,2024-09-23 05:28:00,2024-09-23 06:53:03,1
TRIP-011376,LOAD-011496,DRV-029,TRK-023,283.5,39.16,7.24,2026-03-05 08:35:00,2026-03-05 13:38:53,1
TRIP-011377,LOAD-011497,DRV-021,TRK-008,124.5,19.04,6.54,2026-03-27 07:36:00,2026-03-27 09:57:03,1
TRIP-011378,LOAD-011498,DRV-025,TRK-016,446.6,69.03,6.47,2025-05-30 07:17:00,2025-05-30 16:04:05,1
TRIP-011379,LOAD-011499,DRV-052,TRK-018,121.6,17.75,6.85,2025-12-06 05:06:00,2025-12-06 07:35:13,1
TRIP-011380,LOAD-011500,DRV-023,TRK-007,128.1,18.41,6.96,2024-08-31 05:16:00,2024-08-31 07:48:22,1
TRIP-011381,LOAD-011501,DRV-006,TRK-024,431.6,58.72,7.35,2025-08-09 07:19:00,2025-08-09 15:23:39,0
TRIP-011382,LOAD-011502,DRV-025,TRK-023,53.3,7.02,7.59,2025-09-14 06:35:00,2025-09-14 07:33:25,1
TRIP-011383,LOAD-011503,DRV-026,TRK-032,428.8,61.7,6.95,2026-02-16 06:11:00,2026-02-16 14:32:56,1
TRIP-011384,LOAD-011504,DRV-002,TRK-036,69.5,9.73,7.14,2025-11-09 08:51:00,2025-11-09 10:10:14,1
TRIP-011385,LOAD-011505,DRV-023,TRK-028,71.4,9.85,7.25,2026-02-06 06:15:00,2026-02-06 07:41:06,1
TRIP-011386,LOAD-011506,DRV-007,TRK-012,69.8,10.45,6.68,2026-03-02 06:56:00,2026-03-02 08:19:17,0
TRIP-011387,LOAD-011507,DRV-012,TRK-037,262.1,40.7,6.44,2025-05-28 08:22:00,2025-05-28 13:39:44,1
TRIP-011388,LOAD-011508,DRV-037,TRK-012,446.6,63.98,6.98,2025-11-06 06:58:00,2025-11-06 15:56:27,1
TRIP-011389,LOAD-011509,DRV-014,TRK-016,267.1,41.67,6.41,2025-09-14 06:00:00,2025-09-14 11:11:40,1
TRIP-011390,LOAD-011510,DRV-051,TRK-037,278.4,42.05,6.62,2026-06-23 07:14:00,2026-06-23 12:54:02,1
TRIP-011391,LOAD-011511,DRV-030,TRK-035,443.8,59.02,7.52,2026-03-14 06:38:00,2026-03-14 15:42:25,1
TRIP-011392,LOAD-011512,DRV-015,TRK-036,71.3,11.23,6.35,2025-09-09 06:04:00,2025-09-09 07:23:17,1
TRIP-011393,LOAD-011513,DRV-043,TRK-029,266.2,38.03,7.0,2025-04-30 05:51:00,2025-04-30 11:00:13,1
TRIP-011394,LOAD-011514,DRV-052,TRK-006,264.1,38.05,6.94,2025-05-05 07:08:00,2025-05-05 12:00:27,1
TRIP-011395,LOAD-011515,DRV-007,TRK-004,266.9,36.81,7.25,2025-11-05 06:09:00,2025-11-05 11:00:03,0
TRIP-011396,LOAD-011516,DRV-017,TRK-005,128.3,17.43,7.36,2024-07-04 06:24:00,2024-07-04 08:48:47,1
TRIP-011397,LOAD-011517,DRV-025,TRK-020,267.7,37.86,7.07,2025-11-18 08:37:00,2025-11-18 13:48:17,1
TRIP-011398,LOAD-011518,DRV-014,TRK-030,431.1,61.32,7.03,2025-03-30 05:58:00,2025-03-30 14:29:26,1
TRIP-011399,LOAD-011519,DRV-004,TRK-008,284.8,42.44,6.71,2025-06-26 07:31:00,2025-06-26 12:36:19,1
TRIP-011400,LOAD-011520,DRV-014,TRK-015,123.3,19.09,6.46,2025-06-17 08:43:00,2025-06-17 11:01:43,1
TRIP-011401,LOAD-011521,DRV-030,TRK-015,424.3,61.94,6.85,2026-06-07 07:49:00,2026-06-07 16:37:54,0
TRIP-011402,LOAD-011522,DRV-017,TRK-008,124.3,16.91,7.35,2025-03-28 07:52:00,2025-03-28 10:13:47,1
TRIP-011403,LOAD-011523,DRV-012,TRK-020,264.5,37.89,6.98,2026-02-13 04:18:00,2026-02-13 09:24:57,1
TRIP-011404,LOAD-011524,DRV-037,TRK-038,291.6,39.09,7.46,2025-03-31 09:29:00,2025-03-31 15:15:56,1
TRIP-011405,LOAD-011525,DRV-043,TRK-032,438.8,68.67,6.39,2024-10-02 07:54:00,2024-10-02 15:49:27,1
TRIP-011406,LOAD-011526,DRV-039,TRK-016,50.5,6.75,7.48,2025-11-19 07:13:00,2025-11-19 08:11:04,1
TRIP-011407,LOAD-011527,DRV-033,TRK-014,262.4,49.23,5.33,2025-10-16 05:43:00,2025-10-16 10:24:19,1
TRIP-011408,LOAD-011528,DRV-002,TRK-031,264.3,40.17,6.58,2025-08-30 08:44:00,2025-08-30 13:44:04,1
TRIP-011409,LOAD-011529,DRV-005,TRK-025,51.0,7.91,6.45,2026-01-21 09:30:00,2026-01-21 10:30:19,1
TRIP-011410,LOAD-011530,DRV-030,TRK-009,124.5,18.15,6.86,2025-04-07 08:22:00,2025-04-07 10:49:37,0
TRIP-011411,LOAD-011531,DRV-028,TRK-003,288.7,38.14,7.57,2024-08-08 06:40:00,2024-08-08 12:09:24,1
TRIP-011412,LOAD-011532,DRV-043,TRK-009,52.1,7.42,7.02,2024-09-29 04:10:00,2024-09-29 05:14:59,1
TRIP-011413,LOAD-011533,DRV-023,TRK-038,256.5,38.11,6.73,2025-02-17 06:27:00,2025-02-17 11:34:05,1
TRIP-011414,LOAD-011534,DRV-040,TRK-019,278.7,43.01,6.48,2025-07-21 09:14:00,2025-07-21 14:42:43,1
TRIP-011415,LOAD-011535,DRV-032,TRK-038,126.1,19.19,6.57,2025-03-09 04:39:00,2025-03-09 07:00:47,1
TRIP-011416,LOAD-011536,DRV-040,TRK-021,279.6,38.3,7.3,2026-05-01 07:31:00,2026-05-01 12:58:09,1
TRIP-011417,LOAD-011537,DRV-052,TRK-028,440.5,69.7,6.32,2025-03-22 06:55:00,2025-03-22 15:51:08,1
TRIP-011418,LOAD-011538,DRV-011,TRK-036,53.3,7.57,7.04,2025-05-25 07:30:00,2025-05-25 08:34:25,1
TRIP-011419,LOAD-011539,DRV-005,TRK-030,423.8,56.96,7.44,2026-05-26 04:22:00,2026-05-26 12:28:52,1
TRIP-011420,LOAD-011540,DRV-031,TRK-004,53.0,7.42,7.14,2025-07-21 09:07:00,2025-07-21 10:07:10,1
TRIP-011421,LOAD-011541,DRV-024,TRK-016,67.8,9.24,7.34,2025-12-12 09:22:00,2025-12-12 10:36:47,0
TRIP-011422,LOAD-011542,DRV-002,TRK-025,436.1,58.93,7.4,2024-12-17 05:03:00,2024-12-17 13:08:19,0
TRIP-011423,LOAD-011543,DRV-015,TRK-037,51.8,7.71,6.72,2025-01-15 05:08:00,2025-01-15 06:08:11,1
TRIP-011424,LOAD-011544,DRV-049,TRK-024,51.6,7.27,7.1,2024-07-07 06:10:00,2024-07-07 07:05:53,1
TRIP-011425,LOAD-011545,DRV-015,TRK-009,272.8,41.59,6.56,2024-07-02 07:51:00,2024-07-02 13:25:50,1
TRIP-011426,LOAD-011546,DRV-037,TRK-029,123.1,17.14,7.18,2026-02-07 09:42:00,2026-02-07 12:02:39,1
TRIP-011427,LOAD-011547,DRV-026,TRK-021,50.5,7.38,6.84,2025-12-03 04:04:00,2025-12-03 05:06:29,1
TRIP-011428,LOAD-011548,DRV-024,TRK-035,273.5,38.41,7.12,2025-07-18 05:04:00,2025-07-18 10:04:04,1
TRIP-011429,LOAD-011549,DRV-023,TRK-020,52.2,7.29,7.16,2025-05-02 04:58:00,2025-05-02 05:59:14,1
TRIP-011430,LOAD-011550,DRV-024,TRK-013,267.4,40.82,6.55,2025-11-14 09:29:00,2025-11-14 14:33:36,1
TRIP-011431,LOAD-011551,DRV-035,TRK-017,273.9,42.6,6.43,2025-06-22 06:22:00,2025-06-22 12:03:35,1
TRIP-011432,LOAD-011552,DRV-021,TRK-011,263.7,35.98,7.33,2025-03-27 09:52:00,2025-03-27 15:01:42,1
TRIP-011433,LOAD-011553,DRV-039,TRK-016,273.3,42.77,6.39,2024-07-07 05:21:00,2024-07-07 10:53:03,1
TRIP-011434,LOAD-011554,DRV-026,TRK-032,52.7,7.04,7.49,2026-01-01 04:15:00,2026-01-01 05:11:41,1
TRIP-011435,LOAD-011555,DRV-023,TRK-010,125.5,17.95,6.99,2025-09-23 08:44:00,2025-09-23 11:16:20,1
TRIP-011436,LOAD-011556,DRV-020,TRK-037,268.5,36.14,7.43,2026-02-27 04:35:00,2026-02-27 10:04:30,1
TRIP-011437,LOAD-011557,DRV-029,TRK-035,125.4,16.59,7.56,2025-11-24 08:43:00,2025-11-24 11:11:05,1
TRIP-011438,LOAD-011558,DRV-033,TRK-030,450.9,68.21,6.61,2025-11-08 04:47:00,2025-11-08 13:15:58,1
TRIP-011439,LOAD-011559,DRV-031,TRK-029,273.1,43.35,6.3,2026-02-28 05:44:00,2026-02-28 10:55:34,0
TRIP-011440,LOAD-011560,DRV-032,TRK-031,279.0,38.97,7.16,2026-02-25 07:58:00,2026-02-25 12:59:41,1
TRIP-011441,LOAD-011561,DRV-036,TRK-026,270.3,39.99,6.76,2025-08-03 09:42:00,2025-08-03 15:06:47,1
TRIP-011442,LOAD-011562,DRV-020,TRK-006,126.8,19.57,6.48,2026-04-04 06:57:00,2026-04-04 09:34:25,0
TRIP-011443,LOAD-011563,DRV-014,TRK-010,123.4,17.07,7.23,2024-11-30 07:29:00,2024-11-30 09:53:03,1
TRIP-011444,LOAD-011564,DRV-043,TRK-015,288.5,45.15,6.39,2025-09-02 05:20:00,2025-09-02 11:19:26,1
TRIP-011445,LOAD-011565,DRV-023,TRK-029,124.1,19.18,6.47,2024-11-23 07:43:00,2024-11-23 10:07:07,1
TRIP-011446,LOAD-011566,DRV-016,TRK-027,123.1,16.5,7.46,2026-02-16 07:14:00,2026-02-16 09:39:27,1
TRIP-011447,LOAD-011567,DRV-008,TRK-017,256.0,36.21,7.07,2025-10-19 07:08:00,2025-10-19 11:50:08,1
TRIP-011448,LOAD-011568,DRV-020,TRK-023,270.3,36.63,7.38,2025-09-19 04:58:00,2025-09-19 10:33:33,1
TRIP-011449,LOAD-011569,DRV-033,TRK-019,271.4,39.39,6.89,2025-03-29 08:07:00,2025-03-29 13:07:26,1
TRIP-011450,LOAD-011570,DRV-015,TRK-016,443.2,69.47,6.38,2025-05-09 07:23:00,2025-05-09 15:23:47,1
TRIP-011451,LOAD-011571,DRV-035,TRK-008,70.2,10.73,6.54,2024-07-23 07:50:00,2024-07-23 09:06:50,1
TRIP-011452,LOAD-011572,DRV-002,TRK-016,262.7,40.42,6.5,2025-07-07 07:01:00,2025-07-07 12:09:04,1
TRIP-011453,LOAD-011573,DRV-040,TRK-011,450.7,61.91,7.28,2024-09-05 07:22:00,2024-09-05 15:33:46,1
TRIP-011454,LOAD-011574,DRV-006,TRK-011,51.3,7.58,6.77,2025-10-28 05:23:00,2025-10-28 06:19:10,1
TRIP-011455,LOAD-011575,DRV-040,TRK-004,256.6,35.79,7.17,2025-01-29 06:13:00,2025-01-29 11:29:35,1
TRIP-011456,LOAD-011576,DRV-002,TRK-034,271.7,42.99,6.32,2025-09-25 04:56:00,2025-09-25 10:24:02,1
TRIP-011457,LOAD-011577,DRV-031,TRK-029,53.1,7.86,6.76,2025-01-25 04:57:00,2025-01-25 05:57:51,1
TRIP-011458,LOAD-011578,DRV-038,TRK-013,266.1,38.51,6.91,2026-03-31 04:16:00,2026-03-31 09:34:46,1
TRIP-011459,LOAD-011579,DRV-031,TRK-016,263.3,38.38,6.86,2024-07-09 04:05:00,2024-07-09 08:48:40,1
TRIP-011460,LOAD-011580,DRV-008,TRK-021,288.5,39.9,7.23,2026-05-19 08:07:00,2026-05-19 13:30:40,1
TRIP-011461,LOAD-011581,DRV-051,TRK-005,265.2,40.99,6.47,2025-08-12 06:13:00,2025-08-12 11:36:27,1
