record_id,truck_id,service_date,service_type,cost,downtime_hours,odometer_at_service
MNT-000752,TRK-097,2024-10-02,routine PM service,3181.47,10.5,336160
MNT-000753,TRK-097,2024-10-10,cooling system,2119.32,19.5,292310
MNT-000754,TRK-098,2026-01-18,tire replacement,1183.35,14.2,163490
MNT-000755,TRK-098,2025-06-21,tire replacement,1900.71,19.8,6007
MNT-000756,TRK-098,2024-09-24,engine repair,709.66,6.9,172853
MNT-000757,TRK-098,2024-07-03,routine PM service,2502.58,18.5,101507
MNT-000758,TRK-098,2026-02-04,routine PM service,444.18,12.8,14581
MNT-000759,TRK-098,2026-03-17,tire replacement,898.95,2.9,156917
MNT-000760,TRK-098,2025-01-20,brake system,2356.4,5.9,270269
MNT-000761,TRK-098,2026-04-28,routine PM service,1426.81,19.7,204301
MNT-000762,TRK-099,2026-06-13,routine PM service,836.18,5.2,203858
MNT-000763,TRK-099,2026-01-22,tire replacement,1144.28,23.7,299482
MNT-000764,TRK-099,2025-08-24,cooling system,1617.41,21.9,321169
MNT-000765,TRK-099,2025-01-07,tire replacement,2879.92,7.7,276010
MNT-000766,TRK-099,2024-07-16,routine PM service,1156.91,18.6,212113
MNT-000767,TRK-099,2024-08-07,engine repair,2642.43,10.4,290684
MNT-000768,TRK-099,2024-07-07,brake system,1273.15,12.9,186243
MNT-000769,TRK-100,2025-08-14,tire replacement,942.66,20.5,425241
MNT-000770,TRK-100,2025-07-11,routine PM service,1844.46,18.4,191731
MNT-000771,TRK-100,2026-05-29,routine PM service,1239.51,10.0,91891
MNT-000772,TRK-100,2024-10-29,routine PM service,1174.89,13.7,223091
MNT-000773,TRK-101,2026-05-13,routine PM service,594.39,15.7,95501
MNT-000774,TRK-101,2025-03-25,engine repair,410.73,21.7,272968
MNT-000775,TRK-101,2025-09-04,brake system,1113.7,6.4,214616
MNT-000776,TRK-101,2025-04-29,routine PM service,741.16,13.0,335001
MNT-000777,TRK-101,2025-09-26,brake system,2565.88,9.4,95560
MNT-000778,TRK-101,2026-03-25,routine PM service,2019.56,7.0,263373
MNT-000779,TRK-101,2026-05-06,electrical,514.67,11.0,351015
MNT-000780,TRK-102,2025-11-10,tire replacement,1294.13,18.5,205439
MNT-000781,TRK-102,2024-10-19,cooling system,982.16,5.7,7557
MNT-000782,TRK-102,2024-10-01,routine PM service,261.22,14.5,18450
MNT-000783,TRK-102,2025-08-17,routine PM service,1073.61,23.9,93699
MNT-000784,TRK-102,2026-02-22,brake system,794.59,10.5,139998
MNT-000785,TRK-102,2024-09-06,routine PM service,1479.8,4.0,90444
MNT-000786,TRK-102,2024-08-29,routine PM service,2287.13,17.3,189931
MNT-000787,TRK-103,2025-08-25,cooling system,412.27,5.6,39542
MNT-000788,TRK-103,2024-10-31,tire replacement,2845.57,8.7,174141
MNT-000789,TRK-103,2026-06-27,electrical,2253.13,10.8,271238
MNT-000790,TRK-103,2026-02-05,routine PM service,384.31,17.8,30153
MNT-000791,TRK-103,2024-10-27,brake system,2090.09,19.2,171445
MNT-000792,TRK-103,2024-10-20,routine PM service,2401.14,9.5,12293
MNT-000793,TRK-103,2024-12-05,routine PM service,1072.8,22.1,309456
MNT-000794,TRK-103,2026-06-20,brake system,1076.27,8.5,23104
MNT-000795,TRK-103,2025-11-03,routine PM service,1467.73,19.2,242209
MNT-000796,TRK-104,2025-12-05,engine repair,2545.56,18.2,1095
MNT-000797,TRK-104,2026-07-01,tire replacement,2450.34,23.4,73501
MNT-000798,TRK-104,2025-11-25,tire replacement,2171.7,13.9,108504
MNT-000799,TRK-104,2025-10-31,routine PM service,2435.36,8.5,137361
MNT-000800,TRK-105,2025-06-18,engine repair,495.14,8.7,94470
MNT-000801,TRK-105,2024-12-06,cooling system,2111.92,10.9,178811
MNT-000802,TRK-105,2026-03-16,cooling system,1095.63,17.0,205170
MNT-000803,TRK-105,2025-07-08,tire replacement,615.09,9.8,152485
MNT-000804,TRK-105,2025-11-24,routine PM service,439.57,21.8,38488
MNT-000805,TRK-105,2025-07-26,tire replacement,2029.01,22.4,105364
MNT-000806,TRK-105,2024-09-02,tire replacement,2554.47,3.9,210840
MNT-000807,TRK-105,2026-06-26,engine repair,909.63,4.8,104579
MNT-000808,TRK-106,2026-01-02,electrical,2919.52,5.1,105256
MNT-000809,TRK-106,2025-12-18,brake system,2263.24,9.2,275856
MNT-000810,TRK-106,2024-11-18,routine PM service,539.75,2.4,272241
MNT-000811,TRK-106,2025-08-12,routine PM service,2205.1,5.4,148841
MNT-000812,TRK-106,2025-07-20,routine PM service,1498.15,9.1,177352
MNT-000813,TRK-107,2024-11-23,tire replacement,1230.22,4.1,192051
MNT-000814,TRK-107,2024-08-10,electrical,1549.05,20.8,154090
MNT-000815,TRK-107,2026-01-21,tire replacement,471.7,7.9,140345
MNT-000816,TRK-107,2025-05-06,brake system,605.2,19.6,306160
MNT-000817,TRK-107,2025-08-12,routine PM service,2560.18,19.5,74179
MNT-000818,TRK-107,2025-05-24,routine PM service,2737.19,23.6,261953
MNT-000819,TRK-107,2025-01-22,routine PM service,1558.22,23.3,213707
MNT-000820,TRK-107,2024-07-24,engine repair,1847.66,11.3,96171
MNT-000821,TRK-108,2024-10-23,engine repair,447.26,8.0,153488
MNT-000822,TRK-108,2026-01-30,tire replacement,2120.03,6.1,414395
MNT-000823,TRK-108,2024-12-14,routine PM service,1785.63,15.4,343281
MNT-000824,TRK-108,2025-09-14,routine PM service,1358.99,11.9,107160
MNT-000825,TRK-108,2025-12-03,cooling system,1256.71,3.1,177207
MNT-000826,TRK-108,2024-09-27,routine PM service,1714.67,18.9,287287
MNT-000827,TRK-108,2025-09-02,cooling system,1218.92,22.9,196808
MNT-000828,TRK-109,2025-09-14,tire replacement,658.9,18.4,177558
MNT-000829,TRK-109,2024-10-17,routine PM service,971.39,15.3,205761
MNT-000830,TRK-109,2025-01-16,engine repair,784.36,5.6,224171
MNT-000831,TRK-109,2024-11-21,routine PM service,2169.15,15.9,279856
MNT-000832,TRK-109,2026-04-03,brake system,2918.66,22.5,209295
MNT-000833,TRK-109,2024-07-12,electrical,877.78,5.3,345956
MNT-000834,TRK-109,2026-04-30,routine PM service,263.7,23.3,183185
MNT-000835,TRK-109,2024-08-21,routine PM service,2413.64,2.6,166406
MNT-000836,TRK-109,2025-12-27,routine PM service,761.41,2.6,80037
MNT-000837,TRK-110,2024-09-23,cooling system,3047.57,3.7,49743
MNT-000838,TRK-110,2025-07-24,routine PM service,1902.96,18.8,70329
MNT-000839,TRK-110,2025-07-15,routine PM service,337.99,12.3,93543
MNT-000840,TRK-110,2026-05-05,routine PM service,1942.6,7.7,58182
